features,label
"[-391.9718933105469, 64.75346374511719, -14.131911277770996, 12.335430145263672, -3.2291183471679688, -11.050609588623047, -13.65642261505127, -9.371003150939941, -18.497501373291016, -3.1937243938446045, -3.0002338886260986, -9.43550968170166, 4.102063179016113, -2.132969856262207, -6.214521884918213, 3.3016788959503174, -12.215139389038086, -1.4089287519454956, -2.101905107498169, -6.928382396697998, -2.816817045211792, -5.378504276275635, -3.1257543563842773, -6.565764904022217, -8.11062240600586, 0.9152767062187195, -7.948056221008301, -2.265380382537842, -4.022223472595215, -1.6373993158340454, -2.2290725708007812, 3.7692623138427734, -2.2505531311035156, 4.855733394622803, 0.11576972156763077, 2.330592632293701, 4.429422855377197, 5.5622053146362305, 8.178445816040039, 13.871221542358398]",angry
"[-337.6846618652344, 44.15201950073242, -52.114933013916016, 6.245348930358887, -34.411643981933594, -22.455535888671875, 0.6635937094688416, -24.546754837036133, -0.9204204678535461, -8.234448432922363, -8.434237480163574, -1.2333683967590332, -10.293821334838867, 3.501828670501709, -2.018493175506592, 0.7339475154876709, 2.104200601577759, 10.323626518249512, 3.7939608097076416, 16.131088256835938, 10.848835945129395, 6.246700286865234, 1.3763105869293213, -2.6384048461914062, -8.222476959228516, 1.2444087266921997, 2.1670355796813965, 1.6030250787734985, -3.4301114082336426, -3.9351749420166016, -1.2554258108139038, 2.503812789916992, 0.029984958469867706, 0.4721010625362396, -2.2885425090789795, 2.211822986602783, 1.7229663133621216, 1.0990087985992432, -0.8924723863601685, 4.379612445831299]",angry
"[-364.3780517578125, 58.207969665527344, -30.979616165161133, 15.711750984191895, 11.492855072021484, -21.4354305267334, -1.6340668201446533, -2.08268404006958, -22.52971839904785, 3.0922813415527344, -6.573307037353516, -3.7314980030059814, -4.663304805755615, -3.7768592834472656, -1.0831702947616577, -3.0800654888153076, -6.297602653503418, -3.691469430923462, -7.496394157409668, -1.6004807949066162, -9.031537055969238, -1.6113203763961792, -4.159825801849365, -5.305671691894531, -5.762991428375244, -2.3857603073120117, -4.94762659072876, -1.289345622062683, -5.350175380706787, 0.6596914529800415, 0.7700899243354797, 1.9296499490737915, 5.397821426391602, 5.153481483459473, 1.0097144842147827, 2.701145648956299, 3.7815558910369873, 10.85788345336914, 15.867644309997559, 19.26198959350586]",angry
"[-388.9007873535156, 52.463138580322266, -37.51156234741211, 18.77321434020996, -10.97572135925293, -27.567703247070312, -8.176114082336426, -16.585994720458984, -18.884824752807617, 9.643399238586426, -19.33247184753418, -6.560532569885254, 0.8002915978431702, -10.17660140991211, -6.2146382331848145, -6.905485153198242, -0.9191049337387085, 4.5963616371154785, 9.501699447631836, 14.23024845123291, 21.586204528808594, 11.863672256469727, 10.080260276794434, -2.5736937522888184, -8.042452812194824, 2.346870183944702, 1.732408881187439, 4.493817329406738, -9.556231498718262, -6.515033721923828, -3.839658260345459, 2.931283712387085, 0.5527950525283813, -4.743301868438721, -7.1469244956970215, 3.0217092037200928, 2.0493321418762207, -0.5144245028495789, 1.9672574996948242, 11.06082534790039]",angry
"[-263.0530700683594, 78.44605255126953, -28.573322296142578, 8.86046028137207, 7.307783603668213, -14.06529426574707, -3.1110708713531494, -6.406498908996582, -22.568233489990234, 7.966403484344482, -4.85407829284668, -6.590876579284668, 6.451233863830566, -4.325098991394043, -4.622725009918213, 2.5252466201782227, -2.1787948608398438, -2.153520107269287, -5.492806911468506, -0.14753401279449463, -7.435248374938965, 0.44519805908203125, -4.52545166015625, -2.363115072250366, -0.9805732369422913, 1.766601324081421, -2.586077928543091, 2.485989570617676, -0.899364173412323, 1.1943689584732056, 1.2197338342666626, 1.6459524631500244, 1.7700936794281006, 1.4407652616500854, -0.5518938302993774, 1.1140093803405762, 4.455097198486328, 8.2128324508667, 10.267937660217285, 12.968803405761719]",angry
"[-320.9451904296875, 68.68447875976562, -43.76367950439453, 13.220169067382812, 6.234304428100586, -23.00792121887207, -11.430200576782227, 8.95356273651123, -15.69143009185791, -4.769627094268799, 1.368457555770874, -8.510531425476074, 3.9192721843719482, -4.738903045654297, -9.193093299865723, 1.0252974033355713, -9.813446044921875, 0.11784923076629639, -2.1721644401550293, -2.5864596366882324, -2.992746114730835, -3.1002955436706543, -4.768345832824707, -2.992486000061035, -4.312592029571533, 0.7017329931259155, -4.546423435211182, -2.1632308959960938, -1.8553564548492432, 2.79198956489563, 2.237041711807251, 6.4004340171813965, 6.295141696929932, 8.958833694458008, 3.216667652130127, 5.2499847412109375, 0.5099859237670898, 3.7934608459472656, 6.101299285888672, 10.813761711120605]",angry
"[-268.60552978515625, 32.52793884277344, -48.53544616699219, -0.7149620652198792, -27.287256240844727, -26.184429168701172, -11.471946716308594, -19.311185836791992, -10.513578414916992, -4.572031497955322, -13.58067512512207, -0.1651315540075302, -16.206787109375, -5.271555423736572, -9.83106803894043, -7.472075939178467, 3.6372203826904297, 6.751338481903076, 11.084883689880371, 15.646647453308105, 12.613243103027344, 5.180899143218994, -3.2956326007843018, -2.6712350845336914, -9.371696472167969, -0.5806836485862732, 1.6928306818008423, 0.687620997428894, -7.679382801055908, -1.745389699935913, -1.42958402633667, 5.614110469818115, -1.42287015914917, -2.0943655967712402, -2.619678497314453, 3.9096016883850098, 1.327972412109375, 2.6336233615875244, 2.9026811122894287, 6.85845947265625]",angry
"[-278.1310119628906, 74.91818237304688, -44.36155319213867, 22.84646224975586, 1.57407808303833, -25.961957931518555, -14.846678733825684, 0.06504399329423904, -39.709224700927734, 1.6334556341171265, -1.3679044246673584, -13.503933906555176, -3.5270652770996094, -4.425360679626465, -6.430399417877197, -2.130160093307495, -13.330707550048828, -1.1863436698913574, -6.991489887237549, -7.437539577484131, -7.498499393463135, -8.204292297363281, -3.7359085083007812, -12.352848052978516, -4.7333598136901855, -6.997127056121826, -6.623025894165039, -8.441032409667969, -6.714622974395752, -4.088398456573486, -3.224728584289551, 0.03594530373811722, -1.4440973997116089, -0.5013231635093689, -1.9311960935592651, 0.22835253179073334, 1.1586036682128906, 11.16460132598877, 14.330920219421387, 18.422658920288086]",angry
"[-284.3140563964844, 13.06385326385498, -34.97679901123047, -2.3528194427490234, -25.326969146728516, -21.44097137451172, -13.931239128112793, -17.733970642089844, -29.26902961730957, -6.128201961517334, -6.796000957489014, -13.343231201171875, -10.379777908325195, -14.718475341796875, -3.4304232597351074, -15.189774513244629, -4.579492092132568, 14.714356422424316, 6.49346399307251, 20.899099349975586, 18.38337516784668, 11.916369438171387, -1.6479477882385254, -1.1832846403121948, -12.316553115844727, 2.244434118270874, 3.052562952041626, 4.193762302398682, -8.598261833190918, -5.868866443634033, 1.1413216590881348, 8.372147560119629, -3.20221209526062, -4.428537368774414, -7.37547492980957, 5.225101470947266, 1.513408899307251, -2.8455922603607178, 1.441491961479187, 14.349783897399902]",angry
"[-286.6159362792969, 73.97164916992188, -41.439964294433594, 10.477766036987305, 7.751895904541016, -21.085750579833984, -9.479336738586426, -2.8555245399475098, -19.052289962768555, -16.102876663208008, 7.739565372467041, -9.705047607421875, -5.730723857879639, 5.840368747711182, -13.158598899841309, 4.280174732208252, -4.237056732177734, -8.323397636413574, -6.938111782073975, -1.653269648551941, -8.497468948364258, -4.638075351715088, -4.946146488189697, -4.582743167877197, -6.966730117797852, -0.742426872253418, -6.279992580413818, -4.716547966003418, -3.334913969039917, -1.1435743570327759, -2.6769700050354004, 3.6108970642089844, -1.38832426071167, 0.9865553379058838, -3.3102493286132812, 1.7164524793624878, 4.244572639465332, 13.359057426452637, 18.29817008972168, 17.96320915222168]",angry
"[-290.3349609375, 27.250152587890625, -40.1580696105957, -3.531632661819458, -26.1866512298584, -21.36781120300293, -9.4241304397583, -15.610159873962402, -11.818354606628418, -1.383689045906067, -15.918121337890625, 1.5225273370742798, -9.927332878112793, -9.678564071655273, 0.37587177753448486, -12.30434799194336, -0.15466096997261047, 5.963621139526367, 8.848555564880371, 17.553302764892578, 16.876588821411133, 14.745301246643066, 5.014135837554932, -0.8661020398139954, -6.323709011077881, 1.315199613571167, 3.3820087909698486, 4.476486682891846, -4.967017650604248, -7.001250267028809, -3.512695074081421, 3.573103427886963, 2.2327208518981934, -2.498598575592041, -5.06590461730957, 2.5144028663635254, 1.1463690996170044, -0.46288201212882996, -0.9776331186294556, 7.807871341705322]",angry
"[-297.2329406738281, 49.90237045288086, -35.678253173828125, 12.97089672088623, -8.305829048156738, -8.226079940795898, -22.396928787231445, -6.926943778991699, -29.50472068786621, -5.8008131980896, -4.385558605194092, -10.437552452087402, -6.586348533630371, -8.483357429504395, -12.127182006835938, -1.5934563875198364, -15.04188346862793, -11.265365600585938, -2.719642162322998, -8.35350513458252, -15.302742004394531, -5.386853218078613, -12.32172966003418, -10.193714141845703, -8.51012134552002, -3.3778815269470215, -9.17039680480957, -2.5326826572418213, -6.857859134674072, -3.1703970432281494, -0.11984708905220032, 1.0625320672988892, 6.787458896636963, 6.410684108734131, 3.742995500564575, 2.73140811920166, 0.10529622435569763, 3.560535192489624, 6.041984558105469, 8.355486869812012]",angry
"[-345.7647705078125, 28.62081527709961, -53.06098937988281, 9.473541259765625, -28.820171356201172, -25.321510314941406, 2.045354127883911, -28.619464874267578, -13.886075019836426, -6.281371116638184, -15.48412036895752, -4.3287200927734375, -17.30478858947754, -3.638871669769287, -14.457303047180176, -6.86852502822876, -4.617592811584473, 2.981248378753662, 5.67811918258667, 19.81610870361328, 20.1376953125, 13.941291809082031, 5.870237350463867, -5.048042297363281, -11.238809585571289, -4.726079940795898, 2.585306167602539, 4.114373207092285, -5.319675922393799, -11.661187171936035, -4.425490856170654, 6.9138503074646, 4.107308387756348, -4.835328102111816, -7.342784404754639, 2.2664272785186768, 0.3730694055557251, -2.5605709552764893, -0.9562216401100159, 8.270309448242188]",angry
"[-272.3280029296875, 53.12390899658203, -42.51881790161133, 22.46994972229004, -6.2804107666015625, -24.379653930664062, -15.00505542755127, -15.706214904785156, -20.313844680786133, -6.621935844421387, -7.9314188957214355, -8.790882110595703, -3.9889028072357178, -4.402918338775635, -9.81302261352539, 1.2025803327560425, -11.532927513122559, -2.9106252193450928, -2.2426233291625977, -10.450499534606934, -7.0936503410339355, 0.408122718334198, -10.86345386505127, -0.8845670223236084, -10.075204849243164, -2.5522966384887695, -3.8878061771392822, -6.552736282348633, -3.9958786964416504, 0.26748761534690857, -2.705606698989868, 6.908329963684082, 0.16694682836532593, 0.41357913613319397, 0.5660648941993713, 1.1363673210144043, 5.160029888153076, 13.405674934387207, 10.21271800994873, 13.92362117767334]",angry
"[-406.3736572265625, 22.72367286682129, -25.140857696533203, 4.984271049499512, -20.156888961791992, -16.19978141784668, -8.706415176391602, -26.89533233642578, -11.19874382019043, -10.045586585998535, -10.105525016784668, -10.722519874572754, -11.705434799194336, -3.5026443004608154, -13.298624992370605, -4.372256278991699, -6.149382591247559, 5.198742389678955, 9.148521423339844, 19.15399169921875, 16.664852142333984, 13.806934356689453, 2.7093684673309326, -6.532323360443115, -5.635365009307861, 2.7470180988311768, 1.1080883741378784, 0.6429321765899658, -6.653213024139404, -5.763235569000244, 0.7501056790351868, 4.868170738220215, -0.7165480256080627, -5.791276454925537, -3.1337697505950928, 1.499695897102356, -1.7195371389389038, 0.3099668025970459, 5.49261474609375, 11.587346076965332]",angry
"[-345.3732604980469, 79.77887725830078, -23.804668426513672, 16.016895294189453, -0.5086153745651245, -38.35273742675781, -9.589468002319336, -0.34302860498428345, -17.50388526916504, -2.6318893432617188, -0.10548295825719833, -9.28222942352295, -3.3890748023986816, -2.5144104957580566, -8.215673446655273, 2.130911111831665, -11.67021369934082, -1.9661924839019775, -3.330950975418091, -6.392179012298584, -7.016997814178467, -2.9830613136291504, -8.48900032043457, -2.958906412124634, -7.9250993728637695, 1.387403130531311, -8.809342384338379, -0.2021300047636032, -3.6751582622528076, 2.4318253993988037, 0.30107200145721436, 1.8326786756515503, 2.143960952758789, 0.732412576675415, 0.3342503011226654, 4.775355815887451, 1.0281774997711182, 7.544626712799072, 7.818258762359619, 12.707825660705566]",angry
"[-318.5218200683594, 21.451290130615234, -52.1450309753418, 6.617193222045898, -26.206167221069336, -31.533878326416016, -5.077811241149902, -26.91742515563965, -7.491768836975098, 1.437486171722412, -12.9290771484375, -3.2783164978027344, -15.108321189880371, -9.37359619140625, -9.743988037109375, -8.721989631652832, 2.0107693672180176, 11.174020767211914, 20.141279220581055, 16.71661949157715, 22.59139060974121, 4.6217546463012695, -8.230220794677734, -7.967854022979736, -5.698777198791504, 3.5178165435791016, -0.95247483253479, -1.330546259880066, -15.766289710998535, 1.0924949645996094, 2.864724636077881, 11.027274131774902, -2.625865936279297, -2.1851308345794678, 1.030949592590332, 10.952591896057129, 0.37921181321144104, 2.879199981689453, 9.880790710449219, 15.052748680114746]",angry
"[-350.2560119628906, 52.586727142333984, -25.70859718322754, 21.296485900878906, 7.640466690063477, -32.15871047973633, -8.90234375, -4.561905384063721, -18.55891990661621, -5.912182331085205, -8.71840763092041, -5.607316493988037, -1.4057350158691406, -3.5275187492370605, -10.33072566986084, 1.3588385581970215, -13.423467636108398, -2.6889169216156006, -5.122057914733887, -3.846500873565674, -8.918561935424805, -1.9468104839324951, -10.972527503967285, -4.111906051635742, -6.003981590270996, -2.357938289642334, -6.005754470825195, 0.9792446494102478, -2.769399881362915, 2.069531202316284, 1.786887526512146, 5.0915093421936035, 4.082062244415283, 7.4589338302612305, 3.9072697162628174, 4.427694797515869, -1.2834221124649048, 3.938265323638916, 6.015288829803467, 11.296156883239746]",angry
"[-374.40679931640625, 32.39952850341797, -21.346132278442383, 10.53159236907959, -17.93445587158203, -27.026996612548828, 6.121779441833496, -19.08803367614746, -11.576239585876465, -5.436679363250732, -10.983171463012695, -5.437117576599121, -7.877905368804932, -7.994536876678467, -11.193988800048828, -3.8541159629821777, 0.7742990851402283, 7.978732585906982, 16.405406951904297, 28.66069793701172, 16.10563850402832, 13.988656997680664, 4.002299785614014, 0.06233479455113411, -2.212034225463867, 5.4559712409973145, 2.466963052749634, 4.834492206573486, -1.9385216236114502, -0.390238493680954, 0.8240300416946411, 6.915733814239502, 2.9766018390655518, 1.6413830518722534, 0.22581009566783905, 7.976926803588867, 6.467031478881836, 3.954746723175049, 2.2247092723846436, 11.730605125427246]",angry
"[-382.265380859375, 68.302978515625, -25.071613311767578, 14.104555130004883, 23.626798629760742, -13.982078552246094, -12.917767524719238, -1.0582427978515625, -22.002477645874023, -5.443184852600098, -5.4814252853393555, -5.153350353240967, -4.103217601776123, 7.219803333282471, -7.181374549865723, -4.527585029602051, -0.6530030369758606, -0.3469020426273346, -9.957798957824707, 2.2337729930877686, -7.226072788238525, -5.79801082611084, -7.579529762268066, -2.8494162559509277, -5.989209175109863, -3.0342698097229004, -7.062986850738525, -0.17332041263580322, -0.9200348854064941, 0.1312629133462906, 0.07673245668411255, 4.080601692199707, -0.8306075930595398, -0.5760851502418518, -0.4500424265861511, 0.3089611232280731, 1.5315539836883545, 5.168956279754639, 5.154444694519043, 7.486243724822998]",angry
"[-265.7346496582031, 45.5471076965332, -37.9344482421875, 2.628464937210083, -19.258018493652344, -29.903289794921875, -9.454648971557617, -21.00081443786621, -24.162134170532227, -5.985907554626465, -14.491230010986328, -14.382915496826172, -7.585500717163086, -13.245389938354492, -1.1019878387451172, -14.057315826416016, -4.822351455688477, 9.681547164916992, 8.987738609313965, 20.12506103515625, 17.432191848754883, 14.818893432617188, 1.1010704040527344, -1.0677177906036377, -6.360872745513916, 1.406164526939392, 0.07800956070423126, 2.5307791233062744, -4.143304347991943, -5.653812408447266, 0.9566584825515747, -0.48207029700279236, -4.898108959197998, -0.14283870160579681, -2.960294008255005, 5.581666946411133, -0.16808176040649414, 1.1582897901535034, 1.2024962902069092, 2.8299639225006104]",angry
"[-418.65887451171875, 67.406494140625, 1.0049461126327515, 15.743483543395996, -6.915078639984131, -3.834547281265259, -0.8898258805274963, -8.90571117401123, -12.135129928588867, -8.588906288146973, 3.6684792041778564, -5.815800666809082, -5.601901054382324, -3.4235928058624268, -0.3639909327030182, -4.122584819793701, -6.249007701873779, -0.010119305923581123, -8.949507713317871, -0.11937963217496872, -8.83017635345459, -2.478437662124634, -4.664491653442383, -3.906486749649048, -5.213127136230469, 0.125895693898201, -8.793410301208496, -1.6062983274459839, -5.900522708892822, -1.2864872217178345, -2.438755512237549, 2.6104629039764404, 0.7129024863243103, 1.8770921230316162, -0.6745795607566833, 0.5998348593711853, 0.10878155380487442, 5.025350093841553, 7.31184196472168, 13.225425720214844]",angry
"[-360.40740966796875, 45.17353439331055, -30.88079261779785, -12.165806770324707, -8.335066795349121, -20.30458641052246, -8.280258178710938, -17.916942596435547, -21.636137008666992, 2.6554274559020996, -8.68932819366455, -5.895349979400635, -11.66901683807373, -12.513463020324707, -11.802900314331055, -12.322444915771484, -8.339149475097656, 8.490681648254395, 5.388092517852783, 16.9138240814209, 18.134864807128906, 11.652548789978027, -0.19771048426628113, -1.3286442756652832, -7.199179649353027, 3.6506540775299072, 3.6019554138183594, 2.7076265811920166, -4.4435038566589355, -1.7806389331817627, 4.074042320251465, 8.090365409851074, -1.4077855348587036, -0.814283013343811, -2.516813039779663, 3.7483458518981934, 4.246780872344971, 1.5623747110366821, 4.139374256134033, 8.799760818481445]",angry
"[-408.3366394042969, 62.73332214355469, -15.907447814941406, 15.799838066101074, 0.24456645548343658, -11.05220890045166, -16.645273208618164, -12.72012710571289, -24.856983184814453, -4.274821758270264, -3.884821891784668, -9.369818687438965, 2.7546133995056152, -0.7915436625480652, -9.262201309204102, 2.8051137924194336, -13.247810363769531, -2.996880531311035, -2.5050790309906006, -7.195315361022949, -5.0630645751953125, -6.2080230712890625, -2.4963302612304688, -9.611678123474121, -8.376185417175293, -0.5860143303871155, -10.14448070526123, -2.2589383125305176, -1.5444587469100952, -1.930762529373169, 0.2507123649120331, 2.8737752437591553, -3.9576947689056396, 1.0572704076766968, -2.3822054862976074, -0.660987377166748, 3.51997447013855, 7.499334335327148, 10.511154174804688, 16.11639404296875]",angry
"[-360.142578125, 42.48313522338867, -41.59996795654297, 6.529333114624023, -25.755155563354492, -23.292701721191406, -5.098938465118408, -22.705244064331055, -3.807966709136963, -7.79307222366333, -8.053949356079102, -1.8007054328918457, -12.091653823852539, -1.5639305114746094, -8.508172035217285, -3.1206657886505127, -1.534382939338684, 7.232118129730225, 2.897479772567749, 9.56639289855957, 8.936767578125, 6.244419574737549, 2.4767544269561768, 0.5131813883781433, -7.260573387145996, -3.226303815841675, 0.6090946793556213, 1.4068629741668701, -1.5684869289398193, -4.211292266845703, -2.3322653770446777, 2.410658121109009, -0.9226848483085632, 0.41614246368408203, -1.3305702209472656, 1.0056716203689575, 1.5138015747070312, 0.3352382481098175, -1.4691826105117798, 3.31331467628479]",angry
"[-344.7289123535156, 60.3486442565918, -29.790430068969727, 14.753293991088867, 12.15015983581543, -21.300071716308594, -4.234803199768066, -4.052420616149902, -18.631563186645508, 2.280686140060425, -7.750824928283691, -1.96101713180542, -8.935514450073242, -2.1879825592041016, -1.019698977470398, -4.771891117095947, -1.6560970544815063, -4.143786430358887, -5.366105556488037, -3.2353627681732178, -9.600668907165527, -0.38953790068626404, -7.3468732833862305, -3.468693733215332, -4.565489292144775, -1.440185546875, -6.716525077819824, -2.4008822441101074, -6.58957052230835, 0.468029260635376, -0.27168509364128113, 5.060305595397949, 4.844972610473633, 4.286080360412598, 2.89892315864563, 5.703826904296875, 5.8938469886779785, 13.005051612854004, 14.725205421447754, 16.470542907714844]",angry
"[-389.89794921875, 36.518795013427734, -30.635967254638672, 17.0780086517334, -9.227779388427734, -28.75300407409668, -12.035636901855469, -20.078332901000977, -21.17926025390625, 7.758542537689209, -23.06916618347168, -11.82685375213623, -1.5666245222091675, -15.095918655395508, -6.7165679931640625, -5.596855640411377, -4.421755790710449, 5.130720615386963, 11.538665771484375, 19.301183700561523, 26.563526153564453, 13.780984878540039, 6.266932964324951, -5.3515472412109375, -12.177525520324707, 3.502385377883911, -0.8657441139221191, 2.1192023754119873, -11.836115837097168, -7.840426445007324, -1.7180356979370117, 4.690293788909912, -2.7517824172973633, -4.753868579864502, -5.765951156616211, 2.7467000484466553, 2.3719379901885986, -0.3232470452785492, 3.3885977268218994, 10.947073936462402]",angry
"[-262.7726745605469, 68.38385009765625, -32.69074630737305, 13.658368110656738, 3.745241641998291, -19.919719696044922, -0.14987534284591675, -12.289037704467773, -22.099063873291016, 6.27092981338501, -16.009075164794922, -4.919661998748779, 6.925870418548584, -8.54229736328125, -6.352883815765381, 0.9638849496841431, -9.4656982421875, -4.569150447845459, -4.5852251052856445, -0.716037929058075, -10.551767349243164, 0.48713958263397217, -8.00452995300293, -4.106760025024414, -5.700198173522949, -2.0105862617492676, -6.444182395935059, -1.556770920753479, -3.775733232498169, 0.7071323394775391, -0.01857757568359375, 0.049736347049474716, -0.6351073980331421, 0.5949901342391968, -1.3163151741027832, 2.2531137466430664, 6.723301887512207, 13.47992992401123, 18.315114974975586, 20.12224006652832]",angry
"[-330.00775146484375, 58.15054702758789, -47.85087203979492, 14.656013488769531, -2.1062698364257812, -23.416934967041016, -5.534862995147705, 3.1411550045013428, -18.20074462890625, -6.941616058349609, 4.957731246948242, -10.156982421875, -0.6717616319656372, 0.16143928468227386, -11.40688705444336, -0.17414292693138123, -10.092982292175293, 1.3088922500610352, -0.08942659944295883, -4.745711803436279, -5.210131645202637, -4.234601020812988, -6.6147871017456055, -5.7155351638793945, -4.92680025100708, -5.101766109466553, -7.959887504577637, -4.0004963874816895, -5.301009654998779, 1.8305768966674805, 5.629033088684082, 5.301786422729492, 8.131985664367676, 8.607510566711426, 1.5502490997314453, 7.3916192054748535, 4.4794487953186035, 11.964604377746582, 11.765170097351074, 11.687092781066895]",angry
"[-267.24847412109375, 23.228824615478516, -46.257408142089844, -9.320653915405273, -31.592668533325195, -29.416954040527344, -10.253954887390137, -19.837844848632812, -10.295838356018066, -6.5184431076049805, -11.780718803405762, -2.808922052383423, -12.419696807861328, -2.7043297290802, -10.265430450439453, -5.090458393096924, 2.328606367111206, 5.403356075286865, 12.548587799072266, 18.423494338989258, 13.569144248962402, 5.1460161209106445, -3.418606758117676, -5.436990737915039, -7.553084850311279, -2.391446590423584, 0.24650216102600098, -0.40491533279418945, -10.473944664001465, -2.5820751190185547, -4.846090793609619, 5.6310224533081055, -3.429422378540039, -2.6855483055114746, -4.024954319000244, 4.966152191162109, 2.388112783432007, 0.4623471796512604, 4.658299922943115, 7.242101192474365]",angry
"[-283.74517822265625, 65.019287109375, -35.380096435546875, 19.007568359375, 2.8897907733917236, -17.58697509765625, -19.67081069946289, 2.2346725463867188, -40.63595962524414, -5.636816501617432, 0.8629842400550842, -14.110774040222168, -6.999339580535889, -4.410745620727539, -4.743516445159912, -3.7693932056427, -11.476665496826172, -4.850672245025635, -5.333190441131592, -9.673383712768555, -7.182895183563232, -11.399712562561035, -4.213749885559082, -10.421350479125977, -7.3948187828063965, -8.290863990783691, -9.877054214477539, -7.0931172370910645, -9.01429557800293, -1.494454264640808, -2.8728389739990234, 0.9208120703697205, -2.1296823024749756, -1.4812469482421875, -4.504629611968994, -0.7153051495552063, 1.6486008167266846, 12.618064880371094, 16.382673263549805, 16.377731323242188]",angry
"[-301.610595703125, 19.0792179107666, -33.601112365722656, -0.5132538080215454, -16.856523513793945, -25.72056007385254, -15.716428756713867, -18.503612518310547, -28.875375747680664, -2.7550888061523438, -8.798589706420898, -15.287260055541992, -7.896304130554199, -13.47494888305664, -5.374822616577148, -20.301645278930664, -10.462096214294434, 9.351798057556152, 1.5360198020935059, 21.760183334350586, 15.590466499328613, 12.903219223022461, -3.06642484664917, -0.3652500808238983, -12.817520141601562, 0.4212758541107178, 3.710153579711914, 3.64737868309021, -5.964530944824219, -6.681041717529297, -1.8069261312484741, 6.561171531677246, 1.1628519296646118, -2.1244070529937744, -6.670551300048828, 4.056750297546387, 2.768836259841919, -2.197993278503418, -1.3705439567565918, 11.420272827148438]",angry
"[-298.9593200683594, 63.914154052734375, -34.66242599487305, 11.845112800598145, -0.753202497959137, -15.275543212890625, -11.044621467590332, -5.288069248199463, -19.625577926635742, -16.861318588256836, 0.9349883794784546, -12.07542610168457, -3.5043509006500244, -0.41738787293434143, -14.544525146484375, 3.824875593185425, -12.285985946655273, -6.931770324707031, -3.6769514083862305, -7.302736282348633, -9.195167541503906, 0.1267235428094864, -6.740225315093994, -5.96711540222168, -5.708093643188477, -1.7023932933807373, -5.8928728103637695, -3.5233078002929688, -2.8894035816192627, -0.9472226500511169, 0.8174250721931458, 6.184881210327148, 3.3647074699401855, 1.6514415740966797, -3.639803886413574, -2.201301097869873, 2.9704577922821045, 10.602157592773438, 16.60178565979004, 16.25543975830078]",angry
"[-342.98046875, 22.294315338134766, -34.27238845825195, -6.318720817565918, -19.749103546142578, -21.44671630859375, -18.589439392089844, -21.607343673706055, -13.629297256469727, -5.856215476989746, -17.5406551361084, 3.509309768676758, -15.873448371887207, -5.396002769470215, -2.228245496749878, -14.406768798828125, -0.6131591796875, 6.504254341125488, 8.247248649597168, 20.191600799560547, 19.147497177124023, 14.288329124450684, 3.634708881378174, -1.61137855052948, -6.345320224761963, -1.9178333282470703, 2.410291910171509, 4.67317533493042, -5.819611072540283, -5.8963704109191895, -5.52621603012085, 5.086155891418457, 1.4479275941848755, -4.344791412353516, -4.738762855529785, 1.4292100667953491, 1.377023696899414, -2.168220043182373, -1.0683461427688599, 8.306855201721191]",angry
"[-273.545654296875, 56.753177642822266, -36.46007537841797, 5.989287376403809, -2.9052720069885254, -16.998844146728516, -22.480751037597656, -2.815882682800293, -28.788190841674805, -8.287445068359375, 1.2445088624954224, -15.4020357131958, -2.248950719833374, -8.361053466796875, -13.96245002746582, -1.664866328239441, -12.959997177124023, -7.068989276885986, -3.72686767578125, -5.746872901916504, -14.749605178833008, -4.773434638977051, -10.171008110046387, -8.015045166015625, -9.277054786682129, -2.6213393211364746, -9.150206565856934, -2.81221342086792, -3.7918148040771484, 0.6023284196853638, 5.064603805541992, 7.0394392013549805, 6.577589511871338, 5.126534938812256, 0.7222139835357666, 2.3302009105682373, -2.0497283935546875, 3.8339791297912598, 4.770095348358154, 8.806148529052734]",angry
"[-323.9229431152344, 26.345596313476562, -49.822792053222656, 6.093567848205566, -28.257810592651367, -21.19750213623047, 1.3272591829299927, -26.140832901000977, -13.629887580871582, -6.874645233154297, -16.332950592041016, -6.498280048370361, -15.797884941101074, -0.8901205062866211, -13.89229679107666, -7.084531784057617, -5.620453357696533, 0.3930516242980957, 5.474555969238281, 20.496295928955078, 20.22541618347168, 17.270986557006836, 5.887339115142822, -5.390367031097412, -9.94395637512207, -5.29725456237793, 3.2008748054504395, 3.421816349029541, -6.888545989990234, -9.391358375549316, -2.0597901344299316, 7.894287109375, 1.2511725425720215, -6.792133331298828, -6.249820709228516, 0.4625093936920166, -0.3459213376045227, -2.6032631397247314, 0.6366231441497803, 12.562359809875488]",angry
"[-276.2313232421875, 56.398616790771484, -34.73135757446289, 19.89714241027832, -10.161605834960938, -22.483177185058594, -14.817112922668457, -18.408397674560547, -19.350624084472656, -4.925683498382568, -8.681571006774902, -8.552276611328125, -0.9605221748352051, -5.180222511291504, -9.60006046295166, 1.5508514642715454, -13.518921852111816, 0.36767473816871643, -4.720820426940918, -9.834144592285156, -3.9284634590148926, -3.2996556758880615, -8.194060325622559, 0.2726762592792511, -9.69919204711914, -0.20821592211723328, -7.150015830993652, -3.831226110458374, -2.217005491256714, -0.3525230288505554, -1.3777449131011963, 5.156667709350586, -2.45867919921875, 2.2685110569000244, 1.411272406578064, -0.16362211108207703, 5.211113929748535, 9.249872207641602, 11.431001663208008, 17.265625]",angry
